split_seed,array_index,partition,source,source_row,pair_key,safe_any_encoding_group_id
12,146,test,Gao,146,Gao_0146,821
12,147,test,Gao,147,Gao_0147,822
12,148,train,Gao,148,Gao_0148,823
12,149,train,Gao,149,Gao_0149,824
12,150,train,Gao,150,Gao_0150,825
12,151,validation,Gao,151,Gao_0151,826
12,152,train,Gao,152,Gao_0152,827
12,153,train,Gao,153,Gao_0153,828
12,154,test,Gao,154,Gao_0154,829
12,155,train,Gao,155,Gao_0155,830
12,156,test,Gao,156,Gao_0156,829
12,157,validation,Gao,157,Gao_0157,831
12,158,test,Gao,158,Gao_0158,832
12,159,train,Gao,159,Gao_0159,833
12,160,train,Gao,160,Gao_0160,833
12,161,test,Gao,161,Gao_0161,834
12,162,train,Gao,162,Gao_0162,835
12,163,train,Gao,163,Gao_0163,836
12,164,train,Gao,164,Gao_0164,837
12,165,train,Gao,165,Gao_0165,838
12,166,test,Gao,166,Gao_0166,839
12,167,test,Gao,167,Gao_0167,840
12,168,validation,Gao,168,Gao_0168,841
12,169,train,Gao,169,Gao_0169,842
12,170,train,Gao,170,Gao_0170,842
12,171,train,Gao,171,Gao_0171,843
12,172,validation,Gao,172,Gao_0172,844
12,173,test,Gao,173,Gao_0173,845
12,174,validation,Gao,174,Gao_0174,846
12,175,train,Gao,175,Gao_0175,847
12,176,test,Gao,176,Gao_0176,848
12,177,train,Gao,177,Gao_0177,849
12,178,train,Gao,178,Gao_0178,850
12,179,train,Gao,179,Gao_0179,851
12,180,train,Gao,180,Gao_0180,852
12,181,train,Gao,181,Gao_0181,853
12,182,validation,Gao,182,Gao_0182,854
12,183,test,Gao,183,Gao_0183,855
12,184,test,Gao,184,Gao_0184,856
12,185,train,Gao,185,Gao_0185,857
12,186,test,Gao,186,Gao_0186,858
12,187,train,Gao,187,Gao_0187,859
12,188,validation,Gao,188,Gao_0188,860
12,189,test,Gao,189,Gao_0189,861
12,190,train,Gao,190,Gao_0190,862
12,191,test,Gao,191,Gao_0191,863
12,192,train,Gao,192,Gao_0192,864
12,193,test,Gao,193,Gao_0193,865
12,194,train,Gao,194,Gao_0194,866
12,195,train,Gao,195,Gao_0195,867
12,196,test,Gao,196,Gao_0196,868
12,197,train,Gao,197,Gao_0197,869
12,198,train,Gao,198,Gao_0198,870
12,199,train,Gao,199,Gao_0199,871
12,200,test,Gao,200,Gao_0200,872
12,201,test,Gao,201,Gao_0201,873
12,202,test,Gao,202,Gao_0202,874
12,203,train,Gao,203,Gao_0203,875
12,204,train,Gao,204,Gao_0204,876
12,205,train,Gao,205,Gao_0205,877
12,206,train,Gao,206,Gao_0206,878
12,207,train,Gao,207,Gao_0207,879
12,208,train,Gao,208,Gao_0208,879
12,209,train,Gao,209,Gao_0209,880
12,210,train,Gao,210,Gao_0210,881
12,211,test,Gao,211,Gao_0211,882
12,212,train,Gao,212,Gao_0212,883
12,213,train,Gao,213,Gao_0213,884
12,214,train,Gao,214,Gao_0214,885
12,215,train,Gao,215,Gao_0215,886
12,216,train,Gao,216,Gao_0216,887
12,217,train,Gao,217,Gao_0217,888
12,218,train,Gao,218,Gao_0218,889
12,219,train,Gao,219,Gao_0219,890
12,220,train,Gao,220,Gao_0220,891
12,221,train,Gao,221,Gao_0221,690
12,222,train,Gao,222,Gao_0222,690
12,223,train,Gao,223,Gao_0223,690
12,224,train,Gao,224,Gao_0224,892
12,225,train,Gao,225,Gao_0225,893
12,226,train,Gao,226,Gao_0226,894
12,227,train,Gao,227,Gao_0227,895
12,228,train,Gao,228,Gao_0228,896
12,229,validation,Gao,229,Gao_0229,897
12,230,train,Gao,230,Gao_0230,898
12,231,train,Gao,231,Gao_0231,899
12,232,train,Gao,232,Gao_0232,900
12,233,test,Gao,233,Gao_0233,901
12,234,test,Gao,234,Gao_0234,902
12,235,train,Gao,235,Gao_0235,903
12,236,train,Gao,236,Gao_0236,904
12,237,train,Gao,237,Gao_0237,905
12,238,train,Gao,238,Gao_0238,906
12,239,train,Gao,239,Gao_0239,907
12,240,train,Gao,240,Gao_0240,908
12,241,train,Gao,241,Gao_0241,909
12,242,train,Gao,242,Gao_0242,910
12,243,train,Gao,243,Gao_0243,911
12,244,test,Gao,244,Gao_0244,912
12,245,train,Gao,245,Gao_0245,913
12,246,validation,Gao,246,Gao_0246,914
12,247,train,Gao,247,Gao_0247,915
12,248,train,Gao,248,Gao_0248,916
12,249,train,Gao,249,Gao_0249,917
12,250,test,Gao,250,Gao_0250,918
12,251,train,Gao,251,Gao_0251,919
12,252,train,Gao,252,Gao_0252,920
12,253,train,Gao,253,Gao_0253,921
12,254,train,Gao,254,Gao_0254,922
12,255,train,Gao,255,Gao_0255,923
12,256,train,Gao,256,Gao_0256,924
12,257,train,Gao,257,Gao_0257,925
12,258,train,Gao,258,Gao_0258,926
12,259,train,Gao,259,Gao_0259,927
12,260,train,Gao,260,Gao_0260,928
12,261,validation,Gao,261,Gao_0261,929
12,262,validation,Gao,262,Gao_0262,930
12,263,train,Gao,263,Gao_0263,931
12,264,train,Gao,264,Gao_0264,932
12,265,train,Gao,265,Gao_0265,933
12,266,validation,Gao,266,Gao_0266,934
12,267,train,Gao,267,Gao_0267,909
12,268,train,Gao,268,Gao_0268,935
12,269,train,Gao,269,Gao_0269,936
12,270,train,Gao,270,Gao_0270,937
12,271,validation,Gao,271,Gao_0271,938
12,272,train,Gao,272,Gao_0272,939
12,273,validation,Gao,273,Gao_0273,940
12,274,train,Gao,274,Gao_0274,941
12,275,train,Gao,275,Gao_0275,942
12,276,train,Gao,276,Gao_0276,943
12,277,test,Gao,277,Gao_0277,944
12,278,train,Gao,278,Gao_0278,945
12,279,test,Gao,279,Gao_0279,811
12,280,test,Gao,280,Gao_0280,946
12,281,train,Gao,281,Gao_0281,947
12,282,train,Gao,282,Gao_0282,948
12,283,train,Gao,283,Gao_0283,949
12,284,train,Gao,284,Gao_0284,950
12,285,train,Gao,285,Gao_0285,951
12,286,train,Gao,286,Gao_0286,952
12,287,test,Gao,287,Gao_0287,953
12,288,train,Gao,288,Gao_0288,954
12,289,train,Gao,289,Gao_0289,954
12,290,train,Gao,290,Gao_0290,955
12,291,train,Gao,291,Gao_0291,956
12,292,train,Gao,292,Gao_0292,955
12,293,train,Gao,293,Gao_0293,956
12,294,train,Gao,294,Gao_0294,955
12,295,train,Gao,295,Gao_0295,956
12,296,test,Gao,296,Gao_0296,957
12,297,train,Gao,297,Gao_0297,958
12,298,train,Gao,298,Gao_0298,959
12,299,train,Gao,299,Gao_0299,960
12,300,train,Gao,300,Gao_0300,961
12,301,train,Gao,301,Gao_0301,962
12,302,train,Gao,302,Gao_0302,963
12,303,validation,Gao,303,Gao_0303,964
12,304,train,Gao,304,Gao_0304,965
12,305,validation,Gao,305,Gao_0305,966
12,306,test,Gao,306,Gao_0306,967
12,307,train,Gao,307,Gao_0307,968
12,308,train,Gao,308,Gao_0308,969
12,309,train,Gao,309,Gao_0309,970
12,310,validation,Gao,310,Gao_0310,971
12,311,train,Gao,311,Gao_0311,972
12,312,train,Gao,312,Gao_0312,973
12,313,validation,Gao,313,Gao_0313,974
12,314,train,Gao,314,Gao_0314,975
12,315,test,Gao,315,Gao_0315,976
12,316,train,Gao,316,Gao_0316,977
12,317,train,Gao,317,Gao_0317,978
12,318,test,Gao,318,Gao_0318,979
12,319,train,Gao,319,Gao_0319,980
12,320,test,Gao,320,Gao_0320,981
12,321,train,Gao,321,Gao_0321,982
12,322,train,Gao,322,Gao_0322,983
12,323,train,Gao,323,Gao_0323,983
12,324,train,Gao,324,Gao_0324,984
12,325,test,Gao,325,Gao_0325,985
12,326,test,Gao,326,Gao_0326,985
12,327,train,Gao,327,Gao_0327,986
12,328,train,Gao,328,Gao_0328,987
12,329,train,Gao,329,Gao_0329,988
12,330,train,Gao,330,Gao_0330,989
12,331,train,Gao,331,Gao_0331,990
12,332,validation,Gao,332,Gao_0332,991
12,333,train,Gao,333,Gao_0333,992
12,334,train,Gao,334,Gao_0334,993
12,335,test,Gao,335,Gao_0335,994
12,336,validation,Gao,336,Gao_0336,995
12,337,train,Gao,337,Gao_0337,996
12,338,test,Gao,338,Gao_0338,997
12,339,train,Gao,339,Gao_0339,998
12,340,test,Gao,340,Gao_0340,999
12,341,validation,Gao,341,Gao_0341,1000
12,342,validation,Gao,342,Gao_0342,1001
12,343,train,Gao,343,Gao_0343,1002
12,344,test,Gao,344,Gao_0344,1003
12,345,train,Gao,345,Gao_0345,1004
12,346,train,Gao,346,Gao_0346,1005
12,347,train,Gao,347,Gao_0347,1006
12,348,train,Gao,348,Gao_0348,1007
12,349,train,Gao,349,Gao_0349,1008
12,350,test,Gao,350,Gao_0350,1009
12,351,test,Gao,351,Gao_0351,1010
12,352,train,Gao,352,Gao_0352,1011
12,353,validation,Gao,353,Gao_0353,1012
12,354,train,Gao,354,Gao_0354,1013
12,355,train,Gao,355,Gao_0355,1014
12,356,train,Gao,356,Gao_0356,1015
12,357,train,Gao,357,Gao_0357,1015
12,358,train,Gao,358,Gao_0358,1016
12,359,train,Gao,359,Gao_0359,1017
12,360,train,Gao,360,Gao_0360,1018
12,361,train,Gao,361,Gao_0361,1019
12,362,test,Gao,362,Gao_0362,1020
12,363,train,Gao,363,Gao_0363,1021
12,364,train,Gao,364,Gao_0364,1022
12,365,train,Gao,365,Gao_0365,1023
12,366,train,Gao,366,Gao_0366,1024
12,367,train,Gao,367,Gao_0367,1025
12,368,train,Gao,368,Gao_0368,1026
12,369,train,Gao,369,Gao_0369,1027
12,370,train,Gao,370,Gao_0370,1028
12,371,train,Gao,371,Gao_0371,1029
12,372,train,Gao,372,Gao_0372,1030
12,373,test,Gao,373,Gao_0373,1031
12,374,train,Gao,374,Gao_0374,1032
12,375,train,Gao,375,Gao_0375,1033
12,376,train,Gao,376,Gao_0376,1034
12,377,train,Gao,377,Gao_0377,1035
12,378,train,Gao,378,Gao_0378,1036
12,379,train,Gao,379,Gao_0379,1037
12,380,train,Gao,380,Gao_0380,1038
12,381,train,Gao,381,Gao_0381,1039
12,382,test,Gao,382,Gao_0382,1040
12,383,train,Gao,383,Gao_0383,1041
12,384,test,Gao,384,Gao_0384,1042
12,385,train,Gao,385,Gao_0385,1043
12,386,validation,Gao,386,Gao_0386,1044
12,387,train,Gao,387,Gao_0387,1045
12,388,train,Gao,388,Gao_0388,1046
12,389,train,Gao,389,Gao_0389,1047
12,390,train,Gao,390,Gao_0390,1048
12,391,train,Gao,391,Gao_0391,1049
12,392,train,Gao,392,Gao_0392,1050
12,393,train,Gao,393,Gao_0393,1051
12,394,train,Gao,394,Gao_0394,1052
12,395,train,Gao,395,Gao_0395,1053
12,396,test,Gao,396,Gao_0396,1054
12,397,train,Gao,397,Gao_0397,1055
12,398,train,Gao,398,Gao_0398,1056
12,399,validation,Gao,399,Gao_0399,1057
12,400,train,Gao,400,Gao_0400,1058
12,401,train,Gao,401,Gao_0401,1059
12,402,train,Gao,402,Gao_0402,1060
12,403,train,Gao,403,Gao_0403,1061
12,404,train,Gao,404,Gao_0404,1062
12,405,train,Gao,405,Gao_0405,1063
12,406,train,Gao,406,Gao_0406,1064
12,407,train,Gao,407,Gao_0407,1065
12,408,train,Gao,408,Gao_0408,1066
12,409,validation,Gao,409,Gao_0409,1067
12,410,train,Gao,410,Gao_0410,1068
12,411,train,Gao,411,Gao_0411,1069
12,412,train,Gao,412,Gao_0412,1070
12,413,train,Gao,413,Gao_0413,1071
12,414,train,Gao,414,Gao_0414,1072
12,415,validation,Gao,415,Gao_0415,1073
12,416,validation,Gao,416,Gao_0416,1074
12,417,train,Gao,417,Gao_0417,1075
12,418,train,Gao,418,Gao_0418,1076
12,419,test,Gao,419,Gao_0419,1077
12,420,train,Gao,420,Gao_0420,1078
12,421,train,Gao,421,Gao_0421,1079
12,422,test,Gao,422,Gao_0422,1080
12,423,train,Gao,423,Gao_0423,1081
12,424,test,Gao,424,Gao_0424,1082
12,425,test,Gao,425,Gao_0425,1083
12,426,train,Gao,426,Gao_0426,1084
12,427,train,Gao,427,Gao_0427,1085
12,428,train,Gao,428,Gao_0428,1086
12,429,test,Gao,429,Gao_0429,1087
12,430,train,Gao,430,Gao_0430,1088
12,431,train,Gao,431,Gao_0431,1089
12,432,train,Gao,432,Gao_0432,1090
12,433,train,Gao,433,Gao_0433,1091
12,434,train,Gao,434,Gao_0434,1092
12,435,train,Gao,435,Gao_0435,1093
12,436,train,Gao,436,Gao_0436,1094
12,437,test,Gao,437,Gao_0437,1095
12,438,test,Gao,438,Gao_0438,1096
12,439,test,Gao,439,Gao_0439,1097
12,440,validation,Gao,440,Gao_0440,1098
12,441,train,Gao,441,Gao_0441,1099
12,442,validation,Gao,442,Gao_0442,1100
12,443,train,Gao,443,Gao_0443,1101
12,444,test,Gao,444,Gao_0444,803
12,445,test,Gao,445,Gao_0445,803
12,446,train,Gao,446,Gao_0446,1102
12,447,validation,Gao,447,Gao_0447,1103
12,448,train,Gao,448,Gao_0448,1104
12,449,test,Gao,449,Gao_0449,1105
12,450,train,Gao,450,Gao_0450,1106
12,451,train,Gao,451,Gao_0451,1107
12,452,train,Gao,452,Gao_0452,1108
12,453,validation,Gao,453,Gao_0453,1109
12,454,validation,Gao,454,Gao_0454,1110
12,455,train,Gao,455,Gao_0455,1111
12,456,train,Gao,456,Gao_0456,1112
12,457,train,Gao,457,Gao_0457,1113
12,458,train,Gao,458,Gao_0458,1114
12,459,train,Gao,459,Gao_0459,1115
12,460,train,Gao,460,Gao_0460,1116
12,461,train,Gao,461,Gao_0461,1117
12,462,train,Gao,462,Gao_0462,1118
12,463,train,Gao,463,Gao_0463,1119
12,464,test,Gao,464,Gao_0464,1120
12,465,validation,Gao,465,Gao_0465,1121
12,466,test,Gao,466,Gao_0466,1122
12,467,train,Gao,467,Gao_0467,1123
12,468,validation,Gao,468,Gao_0468,1124
12,469,train,Gao,469,Gao_0469,1125
12,470,train,Gao,470,Gao_0470,1126
12,471,train,Gao,471,Gao_0471,1127
12,472,train,Gao,472,Gao_0472,1128
12,473,train,Gao,473,Gao_0473,1127
12,474,test,Gao,474,Gao_0474,1129
12,475,train,Gao,475,Gao_0475,1130
12,476,train,Gao,476,Gao_0476,1131
12,477,validation,Gao,477,Gao_0477,1132
12,478,train,Gao,478,Gao_0478,1133
12,479,train,Gao,479,Gao_0479,1134
12,480,train,Gao,480,Gao_0480,1135
12,481,train,Gao,481,Gao_0481,1136
12,482,validation,Gao,482,Gao_0482,1137
12,483,test,Gao,483,Gao_0483,1138
12,484,validation,Gao,484,Gao_0484,1139
12,485,train,Gao,485,Gao_0485,1140
12,486,train,Gao,486,Gao_0486,1141
12,487,test,Gao,487,Gao_0487,1142
12,488,test,Gao,488,Gao_0488,1143
12,489,test,Gao,489,Gao_0489,1143
12,490,test,Gao,490,Gao_0490,1144
12,491,train,Gao,491,Gao_0491,1145
12,492,validation,Gao,492,Gao_0492,1146
12,493,test,Gao,493,Gao_0493,1147
12,494,train,Gao,494,Gao_0494,1148
12,495,train,Gao,495,Gao_0495,1149
12,496,train,Gao,496,Gao_0496,1150
12,497,train,Gao,497,Gao_0497,1151
12,498,train,Gao,498,Gao_0498,1152
12,499,validation,Gao,499,Gao_0499,1153
12,500,train,Gao,500,Gao_0500,1154
12,501,train,Gao,501,Gao_0501,1155
12,502,train,Gao,502,Gao_0502,1156
12,503,train,Gao,503,Gao_0503,1157
12,504,validation,Gao,504,Gao_0504,1158
12,505,train,Gao,505,Gao_0505,1159
12,506,validation,Gao,506,Gao_0506,1160
12,507,train,Gao,507,Gao_0507,1161
12,508,train,Gao,508,Gao_0508,1162
12,509,train,Gao,509,Gao_0509,1163
12,510,test,Gao,510,Gao_0510,1164
12,511,test,Gao,511,Gao_0511,1165
12,512,train,Gao,512,Gao_0512,1166
12,513,train,Gao,513,Gao_0513,1167
12,514,train,Gao,514,Gao_0514,1168
12,515,test,Gao,515,Gao_0515,1169
12,516,train,Gao,516,Gao_0516,1170
12,517,test,Gao,517,Gao_0517,1171
12,518,train,Gao,518,Gao_0518,1172
12,519,train,Gao,519,Gao_0519,1173
12,520,validation,Gao,520,Gao_0520,1174
12,521,train,Gao,521,Gao_0521,1175
12,522,validation,Gao,522,Gao_0522,1176
12,523,test,Gao,523,Gao_0523,1177
12,524,test,Gao,524,Gao_0524,1178
12,525,train,Gao,525,Gao_0525,1179
12,526,train,Gao,526,Gao_0526,1180
12,527,train,Gao,527,Gao_0527,1181
12,528,train,Gao,528,Gao_0528,1182
12,529,test,Gao,529,Gao_0529,1183
12,530,train,Gao,530,Gao_0530,1184
12,531,train,Gao,531,Gao_0531,691
12,532,train,Gao,532,Gao_0532,1185
12,533,train,Gao,533,Gao_0533,1186
12,534,train,Gao,534,Gao_0534,1187
