array_index,partition,pair_key,donor_scaffold,acceptor_scaffold,donor_smiles,acceptor_smiles
237,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(CCCCCC)=CC9=C8C=C(CCCCCC)C%10=C9SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(/C=C%15C(C(C=C(C(F)=C%16)F)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C7S3,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c(ccc5c4ccc4c6c(sc45)-c4sc(C=C5C(=C)c7ccccc7C5=O)cc4C6(c4ccccc4)c4ccccc4)c2C3(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(CCCCCC)=CC9=C8C=C(CCCCCC)C%10=C9SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(/C=C%15C(C(C=C(C(F)=C%16)F)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C7S3
238,development_fixed_test,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCC)C=C6)C7=CC=C(CCC)C=C7)=C(S4)C8=C5C9=C(CCCCCC)C(S%10)=C(C(CCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCC)C=C%13)C%14=CC=C(CCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3cc4c5c(sc4cc23)-c2sc3cc(C=C4C(=C)c6ccccc6C4=O)sc3c2C5(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCC)C=C6)C7=CC=C(CCC)C=C7)=C(S4)C8=C5C9=C(CCCCCC)C(S%10)=C(C(CCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCC)C=C%13)C%14=CC=C(CCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
239,development_fixed_test,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCC)C=C6)C7=CC=C(CCC)C=C7)=C(S4)C8=C5C9=C(CCCCCCCCCCCC)C(S%10)=C(C(CCCCCCCCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCC)C=C%13)C%14=CC=C(CCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3cc4c5c(sc4cc23)-c2sc3cc(C=C4C(=C)c6ccccc6C4=O)sc3c2C5(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCC)C=C6)C7=CC=C(CCC)C=C7)=C(S4)C8=C5C9=C(CCCCCCCCCCCC)C(S%10)=C(C(CCCCCCCCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCC)C=C%13)C%14=CC=C(CCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
240,development_fixed_test,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(C)C(S%10)=C(C(C)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3cc4c5c(sc4cc23)-c2sc3cc(C=C4C(=C)c6ccccc6C4=O)sc3c2C5(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(C)C(S%10)=C(C(C)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
241,development_fixed_test,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCC)C(S%10)=C(C(CCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3cc4c5c(sc4cc23)-c2sc3cc(C=C4C(=C)c6ccccc6C4=O)sc3c2C5(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCC)C(S%10)=C(C(CCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
242,development_validation,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCCCCCCCC)C(S%10)=C(C(CCCCCCCCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3cc4c5c(sc4cc23)-c2sc3cc(C=C4C(=C)c6ccccc6C4=O)sc3c2C5(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCCCCCCCC)C(S%10)=C(C(CCCCCCCCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
243,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C1=C(C=CC(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(S6)CCCCCC)C(S7)=CC=C7CCCCCC)=C(C(C=C8C9(C%10=CC=C(S%10)CCCCCC)C%11=CC=C(S%11)CCCCCC)=C5C=C8C%12=C9C%13=C(C=C(S%13)/C=C%14C(C%15=C(C=CC(F)=C%15)C\%14=C(C#N)\C#N)=O)S%12)S4)S3,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2cccs2)(c2cccs2)c2cc3c(cc2-4)C(c2cccs2)(c2cccs2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C1=C(C=CC(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(S6)CCCCCC)C(S7)=CC=C7CCCCCC)=C(C(C=C8C9(C%10=CC=C(S%10)CCCCCC)C%11=CC=C(S%11)CCCCCC)=C5C=C8C%12=C9C%13=C(C=C(S%13)/C=C%14C(C%15=C(C=CC(F)=C%15)C\%14=C(C#N)\C#N)=O)S%12)S4)S3
244,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C(C(C8=CC=C(S8)CC(CCCC)CC)=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C9=C%16C%17=CC=C(S%17)CC(CC)CCCC)=C%16S7)S3,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c(-c5cccs5)c5c6c(sc5c(-c5cccs5)c4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C(C(C8=CC=C(S8)CC(CCCC)CC)=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C9=C%16C%17=CC=C(S%17)CC(CC)CCCC)=C%16S7)S3
245,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3
246,development_fixed_test,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2cccs2)(c2cccs2)c2cc3c(cc2-4)C(c2cccs2)(c2cccs2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3
247,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C(SC5=C6SC7=C5OC(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11/C(C(C=C(F)C(F)=C%12)=C%12C%11=O)=C(C#N)\C#N)=C%10)=C6OC4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(C#N)/C#N,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c5c(sc4c2OC3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C(c2ccccc2)(c2ccccc2)O5)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C(SC5=C6SC7=C5OC(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11/C(C(C=C(F)C(F)=C%12)=C%12C%11=O)=C(C#N)\C#N)=C%10)=C6OC4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(C#N)/C#N
248,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C1C2=C(C=C(F)C=C2)C(/C1=C/C(S3)=CC4=C3C(SC5=C6SC7=C5OC(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11/C(C(C=CC(F)=C%12)=C%12C%11=O)=C(C#N)\C#N)=C%10)=C6OC4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(C#N)/C#N,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c5c(sc4c2OC3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C(c2ccccc2)(c2ccccc2)O5)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C1C2=C(C=C(F)C=C2)C(/C1=C/C(S3)=CC4=C3C(SC5=C6SC7=C5OC(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11/C(C(C=CC(F)=C%12)=C%12C%11=O)=C(C#N)\C#N)=C%10)=C6OC4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(C#N)/C#N
249,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC4=C3C(SC5=C6SC7=C5OC(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11/C(C(C=CC=C%12)=C%12C%11=O)=C(C#N)\C#N)=C%10)=C6OC4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(C#N)/C#N,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c5c(sc4c2OC3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C(c2ccccc2)(c2ccccc2)O5)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC4=C3C(SC5=C6SC7=C5OC(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11/C(C(C=CC=C%12)=C%12C%11=O)=C(C#N)\C#N)=C%10)=C6OC4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C(C#N)/C#N
250,development_validation,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
251,development_train,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5||c1cc(c2c(c1C=C(C#N)C#N)nsn2)c1sc(cc1)c1cc2c(cc1)c1c([C@@]2(C[C@@H](CC)CCCC)C[C@H](CC)CCCC)cc(s1)c1c2c(c(cc1)C=C(C#N)C#N)nsn2,c1csc(-c2ccc(-c3ccc(-c4cc5cc6sccc6cc5s4)s3)c3n[nH]nc23)c1,c1cc(-c2ccc(-c3ccc4c(c3)Cc3cc(-c5cccc6nsnc56)sc3-4)s2)c2nsnc2c1,FC(C(F)=C(C1=NN(N=C21)CCC(CCCC)CCCCCC)C3=CC=C(S3)C)=C2C(S4)=CC=C4C5=CC(C(CCCC(CCCCCC)CCCC)=C6SC(C)=CC6=C7CCCC(CCCC)CCCCCC)=C7S5,c1cc(c2c(c1C=C(C#N)C#N)nsn2)c1sc(cc1)c1cc2c(cc1)c1c([C@@]2(C[C@@H](CC)CCCC)C[C@H](CC)CCCC)cc(s1)c1c2c(c(cc1)C=C(C#N)C#N)nsn2
